,x,y
3571,snese,sneeze
3572,socalism,socialism
3573,socities,societies
3574,soem,some
3575,sofware,software
3576,sohw,show
3577,soilders,soldiers
3578,solatary,solitary
3579,soley,solely
3580,soliders,soldiers
3581,soliliquy,soliloquy
3582,soluable,soluble
3583,somene,someone
3584,somtimes,sometimes
3585,somwhere,somewhere
3586,sophicated,sophisticated
3587,sophmore,sophomore
3588,sorceror,sorcerer
3589,sorrounding,surrounding
3590,sotry,story
3591,sotyr,"satyr, story"
3592,soudn,sound
3593,soudns,sounds
3594,sould,"could, should, sold, soul"
3595,sountrack,soundtrack
3596,sourth,south
3597,sourthern,southern
3598,souvenier,souvenir
3599,souveniers,souvenirs
3600,soveits,soviets
3601,sovereignity,sovereignty
3602,soverign,sovereign
3603,soverignity,sovereignty
3604,soverignty,sovereignty
3605,spainish,Spanish
3606,speach,speech
3607,specfic,specific
3608,speciallized,"specialised, specialized"
3609,specif,"specific, specify"
3610,specifiying,specifying
3611,speciman,specimen
3612,spectauclar,spectacular
3613,spectaulars,spectaculars
3614,spects,"aspects, expects"
3615,spectum,spectrum
3616,speices,species
3617,spendour,splendour
3618,spermatozoan,spermatozoon
3619,spoace,space
3620,sponser,sponsor
3621,sponsered,sponsored
3622,spontanous,spontaneous
3623,sponzored,sponsored
3624,spoonfulls,spoonfuls
3625,sppeches,speeches
3626,spreaded,spread
3627,sprech,speech
3628,spred,spread
3629,spriritual,spiritual
3630,spritual,spiritual
3631,sqaure,square
3632,stablility,stability
3633,stainlees,stainless
3634,staion,station
3635,standars,standards
3636,stange,strange
3637,startegic,strategic
3638,startegies,strategies
3639,startegy,strategy
3640,stateman,statesman
3641,statememts,statements
3642,statment,statement
3643,steriods,steroids
3644,sterotypes,stereotypes
3645,stilus,stylus
3646,stingent,stringent
3647,stiring,stirring
3648,stirrs,stirs
3649,stlye,style
3650,stomache,stomach
3651,stong,strong
3652,stopry,story
3653,storeis,stories
3654,storise,stories
3655,stornegst,strongest
3656,stoyr,story
3657,stpo,stop
3658,stradegies,strategies
3659,stradegy,strategy
3660,strat,"start, strata"
3661,stratagically,strategically
3662,streemlining,streamlining
3663,stregth,strength
3664,strenghen,strengthen
3665,strenghened,strengthened
3666,strenghening,strengthening
3667,strenght,strength
3668,strenghten,strengthen
3669,strenghtened,strengthened
3670,strenghtening,strengthening
3671,strengtened,strengthened
3672,strenous,strenuous
3673,strictist,strictest
3674,strikely,strikingly
3675,strnad,strand
3676,stroy,"story, destroy"
3677,structual,structural
3678,stubborness,stubbornness
3679,stucture,structure
3680,stuctured,structured
3681,studdy,study
3682,studing,studying
3683,stuggling,struggling
3684,sturcture,structure
3685,subcatagories,subcategories
3686,subcatagory,subcategory
3687,subconsiously,subconsciously
3688,subjudgation,subjugation
3689,submachne,submachine
3690,subpecies,subspecies
3691,subsidary,subsidiary
3692,subsiduary,subsidiary
3693,subsquent,subsequent
3694,subsquently,subsequently
3695,substace,substance
3696,substancial,substantial
3697,substatial,substantial
3698,substituded,substituted
3699,substract,subtract
3700,substracted,subtracted
3701,substracting,subtracting
3702,substraction,subtraction
3703,substracts,subtracts
3704,subtances,substances
3705,subterranian,subterranean
3706,suburburban,suburban
3707,succceeded,succeeded
3708,succcesses,successes
3709,succedded,succeeded
3710,succeded,succeeded
3711,succeds,succeeds
3712,succesful,successful
3713,succesfully,successfully
3714,succesfuly,successfully
3715,succesion,succession
3716,succesive,successive
3717,successfull,successful
3718,successully,successfully
3719,succsess,success
3720,succsessfull,successful
3721,suceed,succeed
3722,suceeded,succeeded
3723,suceeding,succeeding
3724,suceeds,succeeds
3725,sucesful,successful
3726,sucesfully,successfully
3727,sucesfuly,successfully
3728,sucesion,succession
3729,sucess,success
3730,sucesses,successes
3731,sucessful,successful
3732,sucessfull,successful
3733,sucessfully,successfully
3734,sucessfuly,successfully
3735,sucession,succession
3736,sucessive,successive
3737,sucessor,successor
3738,sucessot,successor
3739,sucide,suicide
3740,sucidial,suicidal
3741,sudent,student
3742,sudents,students
3743,sufferage,suffrage
3744,sufferred,suffered
3745,sufferring,suffering
3746,sufficent,sufficient
3747,sufficently,sufficiently
3748,sumary,summary
3749,sunglases,sunglasses
3750,suop,soup
3751,superceeded,superseded
3752,superintendant,superintendent
3753,suphisticated,sophisticated
3754,suplimented,supplemented
3755,supose,suppose
3756,suposed,supposed
3757,suposedly,supposedly
3758,suposes,supposes
3759,suposing,supposing
3760,supplamented,supplemented
3761,suppliementing,supplementing
3762,suppoed,supposed
3763,supposingly,supposedly
3764,suppy,supply
3765,suprassing,surpassing
3766,supress,suppress
3767,supressed,suppressed
3768,supresses,suppresses
3769,supressing,suppressing
3770,suprise,surprise
3771,suprised,surprised
3772,suprising,surprising
3773,suprisingly,surprisingly
3774,suprize,surprise
3775,suprized,surprised
3776,suprizing,surprising
3777,suprizingly,surprisingly
3778,surfce,surface
3779,surley,"surly, surely"
3780,suround,surround
3781,surounded,surrounded
3782,surounding,surrounding
3783,suroundings,surroundings
3784,surounds,surrounds
3785,surplanted,supplanted
3786,surpress,suppress
3787,surpressed,suppressed
3788,surprize,surprise
3789,surprized,surprised
3790,surprizing,surprising
3791,surprizingly,surprisingly
3792,surrended,"surrounded, surrendered"
3793,surrepetitious,surreptitious
3794,surrepetitiously,surreptitiously
3795,surreptious,surreptitious
3796,surreptiously,surreptitiously
3797,surronded,surrounded
3798,surrouded,surrounded
3799,surrouding,surrounding
3800,surrundering,surrendering
3801,surveilence,surveillance
3802,surveill,surveil
3803,surveyer,surveyor
3804,surviver,survivor
3805,survivers,survivors
3806,survivied,survived
3807,suseptable,susceptible
3808,suseptible,susceptible
3809,suspention,suspension
3810,swaer,swear
3811,swaers,swears
3812,swepth,swept
3813,swiming,swimming
3814,syas,says
3815,symetrical,symmetrical
3816,symetrically,symmetrically
3817,symetry,symmetry
3818,symettric,symmetric
3819,symmetral,symmetric
3820,symmetricaly,symmetrically
3821,synagouge,synagogue
3822,syncronization,synchronization
3823,synonomous,synonymous
3824,synonymns,synonyms
3825,synphony,symphony
3826,syphyllis,syphilis
3827,sypmtoms,symptoms
3828,syrap,syrup
3829,sysmatically,systematically
3830,sytem,system
3831,sytle,style
3832,tabacco,tobacco
3833,tahn,than
3834,taht,that
3835,talekd,talked
3836,targetted,targeted
3837,targetting,targeting
3838,tast,taste
3839,tath,that
3840,tatoo,tattoo
3841,tattooes,tattoos
3842,taxanomic,taxonomic
3843,taxanomy,taxonomy
3844,teached,taught
3845,techician,technician
3846,techicians,technicians
3847,techiniques,techniques
3848,technitian,technician
3849,technnology,technology
3850,technolgy,technology
3851,teh,the
3852,tehy,they
3853,telelevision,television
3854,televsion,television
3855,telphony,telephony
3856,temerature,temperature
3857,tempalte,template
3858,tempaltes,templates
3859,temparate,temperate
3860,temperarily,temporarily
3861,temperment,temperament
3862,tempertaure,temperature
3863,temperture,temperature
3864,temprary,temporary
3865,tenacle,tentacle
3866,tenacles,tentacles
3867,tendacy,tendency
3868,tendancies,tendencies
3869,tendancy,tendency
3870,tennisplayer,tennis player
3871,tepmorarily,temporarily
3872,terrestial,terrestrial
3873,terriories,territories
3874,terriory,territory
3875,territorist,terrorist
3876,territoy,territory
3877,terroist,terrorist
3878,testiclular,testicular
3879,testomony,testimony
3880,tghe,the
3881,thast,"that, that's"
3882,theather,theater
3883,theese,these
3884,theif,thief
3885,theives,thieves
3886,themselfs,themselves
3887,themslves,themselves
3888,ther,"there, their, the"
3889,therafter,thereafter
3890,therby,thereby
3891,theri,their
3892,theyre,they're
3893,thgat,that
3894,thge,the
3895,thier,their
3896,thign,thing
3897,thigns,things
3898,thigsn,things
3899,thikn,think
3900,thikning,"thinking, thickening"
3901,thikns,thinks
3902,thiunk,think
3903,thn,then
3904,thna,than
3905,thne,then
3906,thnig,thing
3907,thnigs,things
3908,thoughout,throughout
3909,threatend,threatened
3910,threatning,threatening
3911,threee,three
3912,threshhold,threshold
3913,thrid,third
3914,throrough,thorough
3915,throughly,thoroughly
3916,throught,"thought, through, throughout"
3917,througout,throughout
3918,thru,through
3919,thsi,this
3920,thsoe,those
3921,thta,that
3922,thyat,that
3923,tiem,"time, Tim"
3924,tihkn,think
3925,tihs,this
3926,timne,time
3927,tiome,"time, tome"
3928,tje,the
3929,tjhe,the
3930,tjpanishad,upanishad
3931,tkae,take
3932,tkaes,takes
3933,tkaing,taking
3934,tlaking,talking
3935,tobbaco,tobacco
3936,todays,today's
3937,todya,today
3938,toghether,together
3939,toke,took
3940,tolerence,tolerance
3941,Tolkein,Tolkien
3942,tomatos,tomatoes
3943,tommorow,tomorrow
3944,tommorrow,tomorrow
3945,tongiht,tonight
3946,toriodal,toroidal
3947,tormenters,tormentors
3948,tornadoe,tornado
3949,torpeados,torpedoes
3950,torpedos,torpedoes
3951,tortise ,tortoise
3952,tothe,to the
3953,toubles,troubles
3954,tounge,tongue
3955,tourch,"torch, touch"
3956,towords,towards
3957,towrad,toward
3958,tradionally,traditionally
3959,traditionaly,traditionally
3960,traditionnal,traditional
3961,traditition,tradition
3962,tradtionally,traditionally
3963,trafficed,trafficked
3964,trafficing,trafficking
3965,trafic,traffic
3966,trancendent,transcendent
3967,trancending,transcending
3968,tranform,transform
3969,tranformed,transformed
3970,transcendance,transcendence
3971,transcendant,transcendent
3972,transcendentational,transcendental
3973,transcripting,"transcribing, transcription"
3974,transending,transcending
3975,transesxuals,transsexuals
3976,transfered,transferred
3977,transfering,transferring
3978,transformaton,transformation
3979,transistion,transition
3980,translater,translator
3981,translaters,translators
3982,transmissable,transmissible
3983,transporation,transportation
3984,tremelo,tremolo
3985,tremelos,tremolos
3986,trigered,triggered
3987,triguered,triggered
3988,triology,trilogy
3989,troling,trolling
3990,troup,troupe
3991,troups,"troupes, troops"
3992,truely,truly
3993,trustworthyness,trustworthiness
3994,turnk,"turnkey, trunk"
3995,Tuscon,Tucson
3996,tust,trust
3997,twelth,twelfth
3998,twon,town
3999,twpo,two
4000,tyhat,that
4001,tyhe,they
4002,typcial,typical
4003,typicaly,typically
4004,tyranies,tyrannies
4005,tyrany,tyranny
4006,tyrranies,tyrannies
4007,tyrrany,tyranny
4008,ubiquitious,ubiquitous
4009,ublisher,publisher
4010,uise,use
4011,Ukranian,Ukrainian
4012,ultimely,ultimately
4013,unacompanied,unaccompanied
4014,unahppy,unhappy
4015,unanymous,unanimous
4016,unathorised,unauthorised
4017,unavailible,unavailable
4018,unballance,unbalance
4019,unbeknowst,unbeknownst
4020,unbeleivable,unbelievable
4021,uncertainity,uncertainty
4022,unchallengable,unchallengeable
4023,unchangable,unchangeable
4024,uncompetive,uncompetitive
4025,unconcious,unconscious
4026,unconciousness,unconsciousness
4027,unconfortability,discomfort
4028,uncontitutional,unconstitutional
4029,unconvential,unconventional
4030,undecideable,undecidable
4031,understoon,understood
4032,undesireable,undesirable
4033,undetecable,undetectable
4034,undoubtely,undoubtedly
4035,undreground,underground
4036,uneccesary,unnecessary
4037,unecessary,unnecessary
4038,unequalities,inequalities
4039,unforseen,unforeseen
4040,unforetunately,unfortunately
4041,unforgetable,unforgettable
4042,unforgiveable,unforgivable
4043,unfortunatley,unfortunately
4044,unfortunatly,unfortunately
4045,unfourtunately,unfortunately
4046,unihabited,uninhabited
4047,unilateraly,unilaterally
4048,unilatreal,unilateral
4049,unilatreally,unilaterally
4050,uninterruped,uninterrupted
4051,uninterupted,uninterrupted
4052,UnitesStates,UnitedStates
4053,univeral,universal
4054,univeristies,universities
4055,univeristy,university
4056,univerity,university
4057,universtiy,university
4058,univesities,universities
4059,univesity,university
4060,unkown,unknown
4061,unlikey,unlikely
4062,unmanouverable,"unmaneuverable, unmanoeuvrable"
4063,unmistakeably,unmistakably
4064,unneccesarily,unnecessarily
4065,unneccesary,unnecessary
4066,unneccessarily,unnecessarily
4067,unneccessary,unnecessary
4068,unnecesarily,unnecessarily
4069,unnecesary,unnecessary
4070,unoffical,unofficial
4071,unoperational,nonoperational
4072,unoticeable,unnoticeable
4073,unplease,displease
4074,unplesant,unpleasant
4075,unprecendented,unprecedented
4076,unprecidented,unprecedented
4077,unrepentent,unrepentant
4078,unrepetant,unrepentant
4079,unrepetent,unrepentant
4080,unsed,"used, unused, unsaid"
4081,unsubstanciated,unsubstantiated
4082,unsuccesful,unsuccessful
4083,unsuccesfully,unsuccessfully
4084,unsuccessfull,unsuccessful
4085,unsucesful,unsuccessful
4086,unsucesfuly,unsuccessfully
4087,unsucessful,unsuccessful
4088,unsucessfull,unsuccessful
4089,unsucessfully,unsuccessfully
4090,unsuprised,unsurprised
4091,unsuprising,unsurprising
4092,unsuprisingly,unsurprisingly
4093,unsuprized,unsurprised
4094,unsuprizing,unsurprising
4095,unsuprizingly,unsurprisingly
4096,unsurprized,unsurprised
4097,unsurprizing,unsurprising
4098,unsurprizingly,unsurprisingly
4099,untill,until
4100,untranslateable,untranslatable
4101,unuseable,unusable
4102,unusuable,unusable
4103,unviersity,university
4104,unwarrented,unwarranted
4105,unweildly,unwieldy
4106,unwieldly,unwieldy
4107,upcomming,upcoming
4108,upgradded,upgraded
4109,upto,up to
4110,usally,usually
4111,useage,usage
4112,usefull,useful
4113,usefuly,usefully
4114,useing,using
4115,usualy,usually
4116,ususally,usually
4117,vaccum,vacuum
4118,vaccume,vacuum
4119,vacinity,vicinity
4120,vaguaries,vagaries
4121,vaieties,varieties
4122,vailidty,validity
4123,valetta,valletta
4124,valuble,valuable
4125,valueable,valuable
4126,varations,variations
4127,varient,variant
4128,variey,variety
4129,varing,varying
4130,varities,varieties
4131,varity,variety
4132,vasall,vassal
4133,vasalls,vassals
4134,vegatarian,vegetarian
4135,vegitable,vegetable
4136,vegitables,vegetables
4137,vegtable,vegetable
4138,vehicule,vehicle
4139,vell,well
4140,venemous,venomous
4141,vengance,vengeance
4142,vengence,vengeance
4143,verfication,verification
4144,verison,version
4145,verisons,versions
4146,vermillion,vermilion
4147,versitilaty,versatility
4148,versitlity,versatility
4149,vetween,between
4150,veyr,very
4151,vigeur,"vigueur, vigour, vigor"
4152,vigilence,vigilance
4153,vigourous,vigorous
4154,villian,villain
4155,villification,vilification
4156,villify,vilify
4157,villin,"villi, villain, villein"
4158,vincinity,vicinity
4159,violentce,violence
4160,virtualy,virtually
4161,virutal,virtual
4162,virutally,virtually
4163,visable,visible
4164,visably,visibly
4165,visting,visiting
4166,vistors,visitors
4167,vitories,victories
4168,volcanoe,volcano
4169,voleyball,volleyball
4170,volontary,voluntary
4171,volonteer,volunteer
4172,volonteered,volunteered
4173,volonteering,volunteering
4174,volonteers,volunteers
4175,volounteer,volunteer
4176,volounteered,volunteered
4177,volounteering,volunteering
4178,volounteers,volunteers
4179,volumne,volume
4180,vreity,variety
4181,vrey,very
4182,vriety,variety
4183,vulnerablility,vulnerability
4184,vyer,very
4185,vyre,very
4186,waht,what
4187,warantee,warranty
4188,wardobe,wardrobe
4189,warrent,warrant
4190,warrriors,warriors
4191,wasnt,wasn't
4192,wass,was
4193,watn,want
4194,wayword,wayward
4195,weaponary,weaponry
4196,weas,was
4197,wehn,when
4198,weild,"wield, wild"
4199,weilded,wielded
4200,wendsay,Wednesday
4201,wensday,Wednesday
4202,wereabouts,whereabouts
4203,whant,want
4204,whants,wants
4205,whcih,which
4206,wheras,whereas
4207,wherease,whereas
4208,whereever,wherever
4209,whic,which
4210,whihc,which
4211,whith,with
4212,whlch,which
4213,whn,when
4214,wholey,wholly
4215,wholy,"wholly, holy"
4216,whta,what
4217,whther,whether
4218,wich,"which, witch"
4219,widesread,widespread
4220,wief,wife
4221,wierd,weird
4222,wiew,view
4223,wih,with
4224,wiht,with
4225,wille,will
4226,willk,will
4227,willingless,willingness
4228,wirting,writing
4229,withdrawl,"withdrawal, withdraw"
4230,witheld,withheld
4231,withh,with
4232,withing,within
4233,withold,withhold
4234,witht,with
4235,witn,with
4236,wiull,will
4237,wnat,want
4238,wnated,wanted
4239,wnats,wants
4240,wohle,whole
4241,wokr,work
4242,wokring,working
4243,wonderfull,wonderful
4244,wordlwide,worldwide
4245,workststion,workstation
4246,worls,world
4247,worstened,worsened
4248,woudl,would
4249,wresters,wrestlers
4250,wriet,write
4251,writen,written
4252,wroet,wrote
4253,wrok,work
4254,wroking,working
4255,wtih,with
4256,wupport,support
4257,xenophoby,xenophobia
4258,yaching,yachting
4259,yaer,year
4260,yaerly,yearly
4261,yaers,years
4262,yatch,yacht
4263,yearm,year
4264,yeasr,years
4265,yeild,yield
4266,yeilding,yielding
4267,Yementite,"Yemenite, Yemeni"
4268,yera,year
4269,yrea,year
4270,yeras,years
4271,yersa,years
4272,yotube,youtube
4273,youseff,yousef
4274,youself,yourself
4275,ytou,you
4276,yuo,you
4277,zeebra,zebr
